condition,eval_cell,seed,episode,instance,success,flagged,failure_mode,regrasp,notes,source
density25-fixedstep,new_positions,1000,13,E3,0,,timeout_other,,"aimed between E3 and T4, then moved and hit cup, and ended by T3",density
density25-fixedstep,new_positions,1000,14,E3,0,,timeout_other,,"went to t3, bumped into cube",density
density25-fixedstep,new_positions,1000,15,E3,0,,timeout_other,,"went towards t4 at end, initially closer to between t6 and e3",density
density25-fixedstep,new_positions,1000,16,E4,0,,timeout_other,,"went to t9, and rotated toward t10, and t7",density
density25-fixedstep,new_positions,1000,17,E4,0,,timeout_other,,"went to t9, and rotated toward t10, and t7",density
density25-fixedstep,new_positions,1000,18,E4,0,,timeout_other,,"went to t9, and rotated toward t10, and t7",density
density25-fixedstep,new_positions,1000,19,E4,0,,timeout_other,,went to t7,density
density25-fixedstep,new_positions,1000,20,E4,0,,timeout_other,,"went to t9, and rotated toward t10, and t7",density
density25-fixedstep,new_positions,1000,21,E5,0,,timeout_other,,went to t7,density
density25-fixedstep,new_positions,1000,22,E5,0,,timeout_other,,"aimed between E5 and t7, then went to t7",density
density25-fixedstep,new_positions,1000,23,E5,0,,timeout_other,,"aimed between E5 and t7, then went to t7",density
density25-fixedstep,new_positions,1000,24,E5,0,,contact_no_grasp,,"aimed at cube but didn't get far enough, bumped it",density
density25-fixedstep,new_positions,1000,25,E5,0,,timeout_other,,went to t7,density
density50-fixedstep,in_distribution,1000,1,-,0,,contact_no_grasp,,"bumped cube and missed, ended at T4",density
density50-fixedstep,in_distribution,1000,2,-,0,,contact_no_grasp,,"bumped cube and missed, ended at T4",density
density50-fixedstep,in_distribution,1000,3,-,0,,contact_no_grasp,,"closed on cube but immediately opened, never actually grabbed, as with others above, failed near T4",density
density50-fixedstep,in_distribution,1000,4,-,1,,success,,,density
density50-fixedstep,in_distribution,1000,5,-,1,,success,,,density
density50-fixedstep,in_distribution,1000,6,-,1,,success,,,density
density50-fixedstep,in_distribution,1000,7,-,1,,success,,,density
density50-fixedstep,in_distribution,1000,8,-,1,,success,,,density
density50-fixedstep,in_distribution,1000,9,-,0,,contact_no_grasp,,"bumped cube, missed, then went near T4",density
density50-fixedstep,in_distribution,1000,10,-,0,confirm no contact,timeout_other,,went to cube but passed over it,density
density50-fixedstep,in_distribution,1000,11,-,1,,success,,,density
density50-fixedstep,in_distribution,1000,12,-,0,confirm no contact,timeout_other,,went above the cube and then to T3,density
density50-fixedstep,in_distribution,1000,13,-,1,,success,,,density
density50-fixedstep,in_distribution,1000,14,-,1,,success,,"barely got cube, bumped it a few times and got it",density
density50-fixedstep,in_distribution,1000,15,-,0,,contact_no_grasp,,bumped cube then went to T3,density
density50-fixedstep,distractors,1000,1,-,0,,timeout_other,,went left and high,density
density50-fixedstep,distractors,1000,2,-,0,,contact_no_grasp,,went left bumped cube,density
density50-fixedstep,distractors,1000,3,-,0,,timeout_other,,went to t4,density
density50-fixedstep,distractors,1000,4,-,0,,contact_no_grasp,,went left and missed,density
density50-fixedstep,distractors,1000,5,-,0,,timeout_other,,went high to t4,density
density50-fixedstep,distractors,1000,6,-,0,,timeout_other,,went high to t4,density
density50-fixedstep,distractors,1000,7,-,0,,timeout_other,,went high and middle,density
density50-fixedstep,distractors,1000,8,-,0,,contact_no_grasp,,went to grab cube but didn't pick it up,density
density50-fixedstep,distractors,1000,9,-,0,,contact_no_grasp,,went left and bumped cube,density
density50-fixedstep,distractors,1000,10,-,1,,success,,,density
density50-fixedstep,distractors,1000,11,-,0,,timeout_other,,went high and missed cube,density
density50-fixedstep,distractors,1000,12,-,0,confirm no contact,timeout_other,,"went middle, confirm",density
density50-fixedstep,distractors,1000,13,-,0,confirm no contact,timeout_other,,"went middle, confirm",density
density50-fixedstep,distractors,1000,14,-,0,confirm contact,contact_no_grasp,,"went left of cube, bumped it",density
density50-fixedstep,distractors,1000,15,-,0,,timeout_other,,went high and missed cube,density
density50-fixedstep,spot_check,1000,1,T1,1,,success,,,density
density50-fixedstep,spot_check,1000,2,T1,1,,success,,,density
density50-fixedstep,spot_check,1000,3,T3,1,,success,,,density
density50-fixedstep,spot_check,1000,4,T3,1,,success,,,density
density50-fixedstep,spot_check,1000,5,T10,1,,success,,,density
density50-fixedstep,spot_check,1000,6,T10,1,,success,,,density
density50-fixedstep,new_positions,1000,1,E1,0,,timeout_other,,"moved around a lot, settled at t2 for a bit then next to cup",density
density50-fixedstep,new_positions,1000,2,E1,0,,timeout_other,,"went to t2, hit cup, settled at t3",density
density50-fixedstep,new_positions,1000,3,E1,0,,timeout_other,,"went to t2, hit cup, settled at t3",density
density50-fixedstep,new_positions,1000,4,E1,0,,timeout_other,,"went next to cup and pushed, ended up by t3",density
density50-fixedstep,new_positions,1000,5,E1,0,,timeout_other,,"went next to cup and pushed, ended up by t3",density
density50-fixedstep,new_positions,1000,6,E2,0,,timeout_other,,went to t1,density
density50-fixedstep,new_positions,1000,7,E2,0,,timeout_other,,went to t1,density
density50-fixedstep,new_positions,1000,8,E2,0,,timeout_other,,went to t1,density
density50-fixedstep,new_positions,1000,9,E2,0,,timeout_other,,went to t1,density
density50-fixedstep,new_positions,1000,10,E2,0,,timeout_other,,went to t1,density
density50-fixedstep,new_positions,1000,11,E3,0,,timeout_other,,went closer to between t6 and e3 but ended at t3,density
density50-fixedstep,new_positions,1000,12,E3,0,,timeout_other,,went closer to between t6 and e3 but ended at t3,density
density50-fixedstep,new_positions,1000,13,E3,0,,timeout_other,,ended by t4,density
density50-fixedstep,new_positions,1000,14,E3,0,,timeout_other,,went closer to between t6 and e3 but ended at t3,density
density50-fixedstep,new_positions,1000,15,E3,0,,timeout_other,,went over cube to t4,density
density50-fixedstep,new_positions,1000,16,E4,0,,timeout_other,,"went towards t10, then ended by t7",density
density50-fixedstep,new_positions,1000,17,E4,0,,timeout_other,,"went towards t10, then ended by t7",density
density50-fixedstep,new_positions,1000,18,E4,0,,timeout_other,,"went towards t9, went to the edge of board (hit against wood post for gantry) and stayed there",density
density50-fixedstep,new_positions,1000,19,E4,0,,grasp_drop,,"Picked up cube but hit it against the cup, couldn't recover",density
density50-fixedstep,new_positions,1000,20,E4,0,,timeout_other,,"went towards t10, then ended by t7",density
density50-fixedstep,new_positions,1000,21,E5,0,,contact_no_grasp,,"aimed towards cube but didn't extedn enough, bumped it",density
density50-fixedstep,new_positions,1000,22,E5,0,,timeout_other,,went to t7,density
density50-fixedstep,new_positions,1000,23,E5,0,,timeout_other,,"aimed near cube but didn't extedn enough, bumped it",density
density50-fixedstep,new_positions,1000,24,E5,0,,timeout_other,,went towards t7 and t4,density
density50-fixedstep,new_positions,1000,25,E5,0,,timeout_other,,"went closer to t7, then to t4",density
